Date,Open,High,Low,Close,Adj Close,Volume
2016-03-31,35.919998,36.000000,35.349998,35.630001,35.107388,9497100
2016-04-01,35.410000,36.169998,35.139999,36.150002,35.619766,8707300
2016-04-04,36.450001,36.639999,35.660000,35.799999,35.274891,9848500
2016-04-05,35.480000,36.080002,35.340000,35.750000,35.225628,8489200
2016-04-06,35.299999,35.820000,34.630001,35.799999,35.274891,11334400
2016-04-07,35.570000,35.889999,35.279999,35.430000,34.910328,9452600
2016-04-08,35.720001,35.950001,35.310001,35.660000,35.136951,6398400
2016-04-11,35.869999,36.470001,35.759998,35.880001,35.353722,9688100
2016-04-12,36.000000,36.049999,35.139999,35.840000,35.314316,7319100
2016-04-13,36.000000,36.750000,36.000000,36.740002,36.201115,8767900
2016-04-14,36.639999,37.000000,36.490002,36.840000,36.299644,10414100
2016-04-15,36.830002,37.459999,36.709999,37.130001,36.585388,10924300
2016-04-18,37.060001,37.060001,36.610001,36.970001,36.427742,7683000
2016-04-19,37.110001,37.180000,36.080002,36.310001,35.777416,7728800
2016-04-20,36.250000,36.669998,36.209999,36.450001,35.915363,5004300
2016-04-21,36.459999,36.630001,36.250000,36.410000,35.875946,4457000
2016-04-22,36.529999,36.779999,36.150002,36.270000,35.738007,5588500
2016-04-25,36.279999,36.650002,36.180000,36.450001,35.915363,4799300
2016-04-26,36.669998,37.090000,36.320000,36.480000,35.944923,5363400
2016-04-27,36.389999,37.330002,36.320000,37.310001,36.762749,8809900
2016-04-28,37.080002,37.299999,36.110001,36.200001,35.669041,9530600
2016-04-29,36.049999,36.130001,35.139999,35.529999,35.008862,8047600
2016-05-02,35.869999,36.220001,35.700001,36.000000,35.471966,6401900
2016-05-03,35.590000,35.740002,35.259998,35.570000,35.048275,5600600
2016-05-04,35.139999,35.169998,34.400002,34.759998,34.250149,13144100
2016-05-05,35.049999,35.380001,34.709999,34.970001,34.457077,6172100
2016-05-06,34.910000,35.419998,34.840000,35.330002,34.811798,4581000
2016-05-09,35.419998,35.570000,34.990002,35.279999,34.762527,8333400
2016-05-10,35.500000,36.020000,35.160000,35.959999,35.432549,6741900
2016-05-11,36.070000,36.459999,35.869999,36.060001,35.531086,8204400
2016-05-12,36.320000,36.480000,34.930000,35.570000,35.048275,16763500
2016-05-13,39.189999,41.000000,39.000000,40.980000,40.378925,52756400
2016-05-16,40.669998,42.799999,40.540001,42.189999,41.571167,24325800
2016-05-17,42.000000,42.580002,41.459999,42.279999,41.659851,15709800
2016-05-18,42.000000,43.849998,42.000000,43.360001,42.724010,13526800
2016-05-19,43.189999,43.860001,43.130001,43.549999,42.911224,9972000
2016-05-20,43.820000,44.509998,43.750000,44.330002,43.679783,9777100
2016-05-23,44.520000,44.689999,44.130001,44.400002,43.748756,10340900
2016-05-24,44.419998,45.500000,44.299999,45.360001,44.810741,10394700
2016-05-25,45.500000,45.689999,44.810001,45.169998,44.623032,11451900
2016-05-26,45.250000,45.980000,45.119999,45.650002,45.097221,7749100
2016-05-27,45.700001,45.970001,45.549999,45.900002,45.344200,6935400
2016-05-31,46.099998,46.820000,46.070000,46.720001,46.154270,10313100
2016-06-01,46.500000,47.259998,46.360001,46.810001,46.243179,9678300
2016-06-02,47.060001,47.540001,46.599998,47.139999,46.569191,8230200
2016-06-03,46.680000,46.740002,45.660000,46.480000,45.917171,11526900
2016-06-06,46.599998,46.959999,46.000000,46.240002,45.680084,8062800
2016-06-07,46.520000,46.779999,46.310001,46.330002,45.768997,4835000
2016-06-08,46.340000,46.509998,45.799999,46.180000,45.620808,5865400
2016-06-09,46.020000,47.450001,45.919998,47.380001,46.806278,11804200
2016-06-10,46.820000,47.240002,46.139999,46.200001,45.640564,10000600
2016-06-13,46.250000,47.700001,46.250000,46.790001,46.223431,11889700
2016-06-14,46.680000,47.099998,46.160000,46.880001,46.312332,7458600
2016-06-15,47.270000,47.770000,46.750000,47.360001,46.786518,7525900
2016-06-16,47.009998,47.630001,46.549999,47.549999,46.974220,6161400
2016-06-17,47.610001,47.619999,46.529999,46.720001,46.154270,11775000
2016-06-20,47.470001,48.169998,47.439999,47.560001,46.984108,7344200
2016-06-21,47.759998,47.889999,47.200001,47.270000,46.697613,5312700
2016-06-22,47.369999,47.680000,47.150002,47.230000,46.658092,5065500
2016-06-23,47.680000,48.540001,47.650002,48.490002,47.902843,7447000
2016-06-24,46.500000,47.360001,45.299999,45.730000,45.176250,25442100
2016-06-27,45.349998,45.700001,44.570000,45.240002,44.692192,11227200
2016-06-28,46.099998,46.150002,45.270000,45.900002,45.344200,9548000
2016-06-29,46.299999,47.009998,46.180000,46.650002,46.085117,7973300
2016-06-30,46.730000,47.299999,46.349998,47.009998,46.440762,10773500
2016-07-01,46.750000,47.360001,46.500000,46.660000,46.094994,5462200
2016-07-05,46.400002,47.430000,46.029999,47.349998,46.776638,9277100
2016-07-06,47.020000,47.930000,46.779999,47.650002,47.073009,6827600
2016-07-07,47.970001,49.060001,47.750000,48.889999,48.297993,9885000
2016-07-08,49.410000,51.090000,49.220001,50.849998,50.234257,12048300
2016-07-11,51.580002,52.400002,51.520000,52.020000,51.390095,11219400
2016-07-12,52.599998,53.279999,51.939999,52.799999,52.160645,10919000
2016-07-13,52.900002,53.200001,52.700001,52.779999,52.140896,8115100
2016-07-14,53.060001,53.799999,52.619999,53.320000,52.674351,7922300
2016-07-15,52.639999,52.939999,51.840000,52.700001,52.061859,10715400
2016-07-18,53.349998,53.430000,52.770000,52.970001,52.328587,6324800
2016-07-19,52.939999,53.730000,52.840000,53.520000,52.871929,9566300
2016-07-20,53.700001,54.509998,53.480000,54.220001,53.563457,7411500
2016-07-21,54.099998,54.270000,53.040001,53.220001,52.575569,9032700
2016-07-22,53.410000,54.669998,53.020000,54.669998,54.008003,7894200
2016-07-25,55.000000,55.810001,54.759998,55.680000,55.005772,7813200
2016-07-26,56.169998,56.919998,56.090000,56.630001,55.944271,12862700
2016-07-27,57.119999,57.220001,55.720001,56.060001,55.381172,11166900
2016-07-28,56.189999,56.599998,56.009998,56.180000,55.499725,5547900
2016-07-29,56.389999,57.250000,55.380001,57.099998,56.408577,10239700
2016-08-01,57.340000,57.549999,56.360001,56.730000,56.043060,7528000
2016-08-02,57.000000,57.029999,55.500000,56.040001,55.361412,7068700
2016-08-03,55.970001,56.299999,55.660000,56.189999,55.509598,7495700
2016-08-04,56.459999,57.490002,56.349998,57.230000,56.537003,6817800
2016-08-05,57.889999,58.230000,57.610001,58.200001,57.495255,9289700
2016-08-08,59.000000,59.139999,58.119999,58.740002,58.028725,7626600
2016-08-09,59.029999,59.459999,58.740002,58.889999,58.176907,9308600
2016-08-10,59.410000,59.500000,58.320000,58.509998,57.801506,9393500
2016-08-11,58.820000,59.950001,58.700001,59.700001,58.977097,17026600
2016-08-12,61.900002,63.380001,60.630001,63.040001,62.276653,35643600
2016-08-15,63.110001,63.500000,62.130001,62.980000,62.217377,14332600
2016-08-16,62.889999,62.990002,62.410000,62.599998,61.841976,7191300
2016-08-17,62.599998,62.740002,60.660000,61.150002,60.409542,14880300
2016-08-18,61.060001,62.200001,60.820000,62.099998,61.348030,8292100
2016-08-19,62.070000,62.730000,61.799999,62.259998,61.506096,7289000
2016-08-22,62.450001,62.610001,61.709999,62.520000,61.762947,6118700
2016-08-23,63.040001,63.320000,62.730000,62.910000,62.262753,8494100
2016-08-24,63.130001,63.160000,61.650002,61.939999,61.302734,7461200
2016-08-25,61.959999,61.990002,60.759998,61.529999,60.896950,10150800
2016-08-26,61.689999,62.380001,61.200001,62.029999,61.391804,7500600
2016-08-29,62.279999,62.529999,61.889999,61.990002,61.352226,6866300
2016-08-30,61.910000,62.240002,61.459999,61.630001,60.995918,7138600
2016-08-31,61.750000,61.919998,61.160000,61.340000,60.708904,9713600
2016-09-01,61.389999,63.380001,61.340000,63.150002,62.500282,10712300
2016-09-02,63.279999,63.349998,61.820000,62.529999,61.886662,8078700
2016-09-06,62.750000,63.119999,62.430000,63.119999,62.470589,7670300
2016-09-07,62.919998,63.230000,61.830002,62.189999,61.550152,9949700
2016-09-08,62.130001,62.740002,61.419998,62.639999,61.995529,7895200
2016-09-09,61.950001,62.299999,59.000000,59.520000,58.907631,17444000
2016-09-12,58.730000,60.869999,57.320000,60.750000,60.124977,14956500
2016-09-13,60.599998,61.299999,59.529999,59.869999,59.254025,11794200
2016-09-14,60.009998,60.599998,59.509998,60.400002,59.778568,7976200
2016-09-15,60.500000,62.759998,60.360001,62.689999,62.045013,12880300
2016-09-16,62.910000,63.250000,62.119999,62.840000,62.193474,22561100
2016-09-19,63.500000,65.260002,63.209999,63.669998,63.014927,10428200
2016-09-20,64.400002,64.400002,62.740002,63.090000,62.440899,8277800
2016-09-21,63.279999,64.980003,63.270000,64.860001,64.192680,8405300
2016-09-22,65.239998,65.440002,64.650002,65.019997,64.351044,7718300
2016-09-23,65.099998,65.290001,64.660004,64.949997,64.281761,6903300
2016-09-26,64.209999,64.599998,63.529999,64.339996,63.678036,5751000
2016-09-27,64.089996,66.639999,64.059998,66.540001,65.855392,10068800
2016-09-28,66.639999,66.830002,65.930000,66.779999,66.092941,7994700
2016-09-29,66.669998,67.610001,66.050003,67.400002,66.706566,8417100
2016-09-30,67.769997,69.190002,67.370003,68.519997,67.815025,10748300
2016-10-03,68.519997,69.510002,68.330002,68.449997,67.745750,6064900
2016-10-04,68.550003,69.699997,67.790001,68.300003,67.597305,7040600
2016-10-05,68.879997,69.580002,68.019997,68.230003,67.528015,7636000
2016-10-06,67.410004,67.830002,66.260002,67.339996,66.647171,9005300
2016-10-07,67.790001,67.970001,66.660004,66.849998,66.162216,7156500
2016-10-10,67.199997,67.559998,66.470001,67.099998,66.409630,7196900
2016-10-11,66.879997,66.980003,65.620003,66.129997,65.449608,9713500
2016-10-12,65.860001,66.779999,65.309998,66.430000,65.746536,10498000
2016-10-13,65.650002,65.800003,63.700001,65.349998,64.677643,9752900
2016-10-14,66.150002,66.599998,65.599998,65.989998,65.311050,8265900
2016-10-17,65.980003,66.599998,65.519997,65.610001,64.934967,4883200
2016-10-18,66.519997,66.989998,66.250000,66.610001,65.924698,6734300
2016-10-19,66.160004,66.779999,65.820000,66.470001,65.786125,4976500
2016-10-20,67.250000,67.949997,66.300003,67.730003,67.033150,7802100
2016-10-21,67.489998,67.660004,66.900002,67.540001,66.845116,6987700
2016-10-24,68.000000,70.790001,67.989998,70.709999,69.982491,8495900
2016-10-25,70.589996,72.300003,70.250000,71.870003,71.130592,9936500
2016-10-26,71.269997,72.949997,71.199997,72.160004,71.417603,8344800
2016-10-27,72.709999,72.849998,70.389999,70.680000,69.952812,9716600
2016-10-28,71.019997,72.099998,70.430000,70.559998,69.834045,7271400
2016-10-31,70.790001,71.629997,70.750000,71.160004,70.427872,6309700
2016-11-01,71.419998,71.809998,68.290001,69.050003,68.339584,11830600
2016-11-02,69.580002,70.519997,68.639999,68.760002,68.052582,7396200
2016-11-03,69.080002,69.139999,66.639999,67.959999,67.260796,7741600
2016-11-04,67.510002,68.730003,66.580002,67.570000,66.874809,8219500
2016-11-07,69.550003,71.720001,69.500000,71.269997,70.536728,12189500
2016-11-08,71.540001,71.769997,70.500000,71.160004,70.427872,10747100
2016-11-09,69.230003,70.900002,68.720001,69.959999,69.240219,11413300
2016-11-10,71.489998,71.500000,66.760002,67.769997,67.072754,21732000
2016-11-11,79.510002,88.769997,78.500000,87.970001,87.064934,54383600
2016-11-14,88.089996,88.190002,83.620003,83.639999,82.779465,33719900
2016-11-15,84.290001,87.449997,83.930000,86.190002,85.303238,15652300
2016-11-16,87.339996,92.559998,86.349998,91.629997,90.687263,24699600
2016-11-17,92.309998,94.790001,90.650002,92.389999,91.439438,20824700
2016-11-18,92.389999,94.330002,91.800003,93.360001,92.399475,14401500
2016-11-21,94.089996,94.349998,92.400002,92.980003,92.023384,10910900
2016-11-22,93.300003,93.739998,92.379997,93.650002,92.686478,8259200
2016-11-23,93.720001,95.250000,92.769997,93.970001,93.142426,11080900
2016-11-25,94.419998,95.099998,93.410004,94.160004,93.330772,4889100
2016-11-28,93.870003,94.739998,93.599998,94.110001,93.281197,6968400
2016-11-29,94.000000,94.440002,92.529999,93.250000,92.428780,11114200
2016-11-30,93.599998,94.160004,92.099998,92.199997,91.388016,11012500
2016-12-01,92.099998,92.169998,84.769997,87.639999,86.868187,25888100
2016-12-02,86.250000,88.800003,85.120003,88.449997,87.671043,11957300
2016-12-05,89.989998,92.610001,89.000000,91.879997,91.070831,15057100
2016-12-06,92.209999,93.730003,91.570000,93.389999,92.567535,12469900
2016-12-07,92.839996,95.300003,92.099998,95.070000,94.232750,12020100
2016-12-08,95.190002,96.620003,93.050003,93.480003,92.656761,9538600
2016-12-09,94.199997,94.269997,90.709999,91.820000,91.011368,9557800
2016-12-12,89.849998,89.949997,87.540001,89.589996,88.801025,15033300
2016-12-13,90.089996,92.290001,90.050003,91.169998,90.367088,9694900
2016-12-14,92.540001,97.110001,91.570000,96.449997,95.600594,24599500
2016-12-15,96.900002,99.940002,96.599998,98.709999,97.840691,18663700
2016-12-16,99.830002,100.699997,97.730003,100.410004,99.525726,27238200
2016-12-19,99.699997,102.449997,99.000000,101.629997,100.734985,18616400
2016-12-20,104.580002,106.129997,104.120003,105.169998,104.243797,21201400
2016-12-21,105.639999,105.949997,103.709999,105.830002,104.897980,14403400
2016-12-22,106.820000,108.870003,106.529999,107.110001,106.166710,17965300
2016-12-23,106.379997,109.839996,106.269997,109.779999,108.813202,16192300
2016-12-27,112.059998,117.360001,111.220001,117.320000,116.286797,29856800
